"Gene_Name","Gene_ID","Protein_ID","mRNA_ID","Start","End","Exon_Intron","Orientation","UTR_CDS","Length"
"ADD3","120","NP_063968.1","NM_019903.3","111765726","111765909","exon","+","UTR","184"
"ADD3","120","NP_063968.1","NM_019903.3","111765910","111860382","intron","+","-","94473"
"ADD3","120","NP_063968.1","NM_019903.3","111860383","111860411","exon","+","UTR","29"
"ADD3","120","NP_063968.1","NM_019903.3","111860412","111860606","exon","+","CDS","195"
"ADD3","120","NP_063968.1","NM_019903.3","111860607","111872534","intron","+","-","11928"
"ADD3","120","NP_063968.1","NM_019903.3","111872535","111872673","exon","+","CDS","139"
"ADD3","120","NP_063968.1","NM_019903.3","111872674","111876016","intron","+","-","3343"
"ADD3","120","NP_063968.1","NM_019903.3","111876017","111876168","exon","+","CDS","152"
"ADD3","120","NP_063968.1","NM_019903.3","111876169","111877099","intron","+","-","931"
"ADD3","120","NP_063968.1","NM_019903.3","111877100","111877180","exon","+","CDS","81"
"ADD3","120","NP_063968.1","NM_019903.3","111877181","111878344","intron","+","-","1164"
"ADD3","120","NP_063968.1","NM_019903.3","111878345","111878494","exon","+","CDS","150"
"ADD3","120","NP_063968.1","NM_019903.3","111878495","111878968","intron","+","-","474"
"ADD3","120","NP_063968.1","NM_019903.3","111878969","111879112","exon","+","CDS","144"
"ADD3","120","NP_063968.1","NM_019903.3","111879113","111879223","intron","+","-","111"
"ADD3","120","NP_063968.1","NM_019903.3","111879224","111879322","exon","+","CDS","99"
"ADD3","120","NP_063968.1","NM_019903.3","111879323","111881867","intron","+","-","2545"
"ADD3","120","NP_063968.1","NM_019903.3","111881868","111882050","exon","+","CDS","183"
"ADD3","120","NP_063968.1","NM_019903.3","111882051","111883774","intron","+","-","1724"
"ADD3","120","NP_063968.1","NM_019903.3","111883775","111884032","exon","+","CDS","258"
"ADD3","120","NP_063968.1","NM_019903.3","111884033","111885583","intron","+","-","1551"
"ADD3","120","NP_063968.1","NM_019903.3","111885584","111885703","exon","+","CDS","120"
"ADD3","120","NP_063968.1","NM_019903.3","111885704","111886174","intron","+","-","471"
"ADD3","120","NP_063968.1","NM_019903.3","111886175","111886261","exon","+","CDS","87"
"ADD3","120","NP_063968.1","NM_019903.3","111886262","111890120","intron","+","-","3859"
"ADD3","120","NP_063968.1","NM_019903.3","111890121","111890244","exon","+","CDS","124"
"ADD3","120","NP_063968.1","NM_019903.3","111890245","111893083","intron","+","-","2839"
"ADD3","120","NP_063968.1","NM_019903.3","111893084","111893376","exon","+","CDS","293"
"ADD3","120","NP_063968.1","NM_019903.3","111893377","111895323","exon","+","UTR","1947"
"ADD3","120","NP_058432.1","NM_016824.3","111767711","111768057","exon","+","UTR","347"
"ADD3","120","NP_058432.1","NM_016824.3","111768058","111860382","intron","+","-","92325"
"ADD3","120","NP_058432.1","NM_016824.3","111860383","111860411","exon","+","UTR","29"
"ADD3","120","NP_058432.1","NM_016824.3","111860412","111860606","exon","+","CDS","195"
"ADD3","120","NP_058432.1","NM_016824.3","111860607","111872534","intron","+","-","11928"
"ADD3","120","NP_058432.1","NM_016824.3","111872535","111872673","exon","+","CDS","139"
"ADD3","120","NP_058432.1","NM_016824.3","111872674","111876016","intron","+","-","3343"
"ADD3","120","NP_058432.1","NM_016824.3","111876017","111876168","exon","+","CDS","152"
"ADD3","120","NP_058432.1","NM_016824.3","111876169","111877099","intron","+","-","931"
"ADD3","120","NP_058432.1","NM_016824.3","111877100","111877180","exon","+","CDS","81"
"ADD3","120","NP_058432.1","NM_016824.3","111877181","111878344","intron","+","-","1164"
"ADD3","120","NP_058432.1","NM_016824.3","111878345","111878494","exon","+","CDS","150"
"ADD3","120","NP_058432.1","NM_016824.3","111878495","111878968","intron","+","-","474"
"ADD3","120","NP_058432.1","NM_016824.3","111878969","111879112","exon","+","CDS","144"
"ADD3","120","NP_058432.1","NM_016824.3","111879113","111879223","intron","+","-","111"
"ADD3","120","NP_058432.1","NM_016824.3","111879224","111879322","exon","+","CDS","99"
"ADD3","120","NP_058432.1","NM_016824.3","111879323","111881867","intron","+","-","2545"
"ADD3","120","NP_058432.1","NM_016824.3","111881868","111882050","exon","+","CDS","183"
"ADD3","120","NP_058432.1","NM_016824.3","111882051","111883774","intron","+","-","1724"
"ADD3","120","NP_058432.1","NM_016824.3","111883775","111884032","exon","+","CDS","258"
"ADD3","120","NP_058432.1","NM_016824.3","111884033","111885583","intron","+","-","1551"
"ADD3","120","NP_058432.1","NM_016824.3","111885584","111885703","exon","+","CDS","120"
"ADD3","120","NP_058432.1","NM_016824.3","111885704","111886174","intron","+","-","471"
"ADD3","120","NP_058432.1","NM_016824.3","111886175","111886261","exon","+","CDS","87"
"ADD3","120","NP_058432.1","NM_016824.3","111886262","111890120","intron","+","-","3859"
"ADD3","120","NP_058432.1","NM_016824.3","111890121","111890244","exon","+","CDS","124"
"ADD3","120","NP_058432.1","NM_016824.3","111890245","111892062","intron","+","-","1818"
"ADD3","120","NP_058432.1","NM_016824.3","111892063","111892158","exon","+","CDS","96"
"ADD3","120","NP_058432.1","NM_016824.3","111892159","111893083","intron","+","-","925"
"ADD3","120","NP_058432.1","NM_016824.3","111893084","111893376","exon","+","CDS","293"
"ADD3","120","NP_058432.1","NM_016824.3","111893377","111895323","exon","+","UTR","1947"
"ADD3","120","NP_001112.2","NM_001121.2","111767711","111768057","exon","+","UTR","347"
"ADD3","120","NP_001112.2","NM_001121.2","111768058","111860382","intron","+","-","92325"
"ADD3","120","NP_001112.2","NM_001121.2","111860383","111860411","exon","+","UTR","29"
"ADD3","120","NP_001112.2","NM_001121.2","111860412","111860606","exon","+","CDS","195"
"ADD3","120","NP_001112.2","NM_001121.2","111860607","111872534","intron","+","-","11928"
"ADD3","120","NP_001112.2","NM_001121.2","111872535","111872673","exon","+","CDS","139"
"ADD3","120","NP_001112.2","NM_001121.2","111872674","111876016","intron","+","-","3343"
"ADD3","120","NP_001112.2","NM_001121.2","111876017","111876168","exon","+","CDS","152"
"ADD3","120","NP_001112.2","NM_001121.2","111876169","111877099","intron","+","-","931"
"ADD3","120","NP_001112.2","NM_001121.2","111877100","111877180","exon","+","CDS","81"
"ADD3","120","NP_001112.2","NM_001121.2","111877181","111878344","intron","+","-","1164"
"ADD3","120","NP_001112.2","NM_001121.2","111878345","111878494","exon","+","CDS","150"
"ADD3","120","NP_001112.2","NM_001121.2","111878495","111878968","intron","+","-","474"
"ADD3","120","NP_001112.2","NM_001121.2","111878969","111879112","exon","+","CDS","144"
"ADD3","120","NP_001112.2","NM_001121.2","111879113","111879223","intron","+","-","111"
"ADD3","120","NP_001112.2","NM_001121.2","111879224","111879322","exon","+","CDS","99"
"ADD3","120","NP_001112.2","NM_001121.2","111879323","111881867","intron","+","-","2545"
"ADD3","120","NP_001112.2","NM_001121.2","111881868","111882050","exon","+","CDS","183"
"ADD3","120","NP_001112.2","NM_001121.2","111882051","111883774","intron","+","-","1724"
"ADD3","120","NP_001112.2","NM_001121.2","111883775","111884032","exon","+","CDS","258"
"ADD3","120","NP_001112.2","NM_001121.2","111884033","111885583","intron","+","-","1551"
"ADD3","120","NP_001112.2","NM_001121.2","111885584","111885703","exon","+","CDS","120"
"ADD3","120","NP_001112.2","NM_001121.2","111885704","111886174","intron","+","-","471"
"ADD3","120","NP_001112.2","NM_001121.2","111886175","111886261","exon","+","CDS","87"
"ADD3","120","NP_001112.2","NM_001121.2","111886262","111890120","intron","+","-","3859"
"ADD3","120","NP_001112.2","NM_001121.2","111890121","111890244","exon","+","CDS","124"
"ADD3","120","NP_001112.2","NM_001121.2","111890245","111893083","intron","+","-","2839"
"ADD3","120","NP_001112.2","NM_001121.2","111893084","111893376","exon","+","CDS","293"
"ADD3","120","NP_001112.2","NM_001121.2","111893377","111895323","exon","+","UTR","1947"
"AGR2","10551","NP_006399.1","NM_006408.3","16832264","16832531","exon","-","UTR","268"
"AGR2","10551","NP_006399.1","NM_006408.3","16832532","16832581","exon","-","CDS","50"
"AGR2","10551","NP_006399.1","NM_006408.3","16832582","16834559","intron","-","-","1978"
"AGR2","10551","NP_006399.1","NM_006408.3","16834560","16834643","exon","-","CDS","84"
"AGR2","10551","NP_006399.1","NM_006408.3","16834644","16837254","intron","-","-","2611"
"AGR2","10551","NP_006399.1","NM_006408.3","16837255","16837318","exon","-","CDS","64"
"AGR2","10551","NP_006399.1","NM_006408.3","16837319","16839367","intron","-","-","2049"
"AGR2","10551","NP_006399.1","NM_006408.3","16839368","16839441","exon","-","CDS","74"
"AGR2","10551","NP_006399.1","NM_006408.3","16839442","16840774","intron","-","-","1333"
"AGR2","10551","NP_006399.1","NM_006408.3","16840775","16840827","exon","-","CDS","53"
"AGR2","10551","NP_006399.1","NM_006408.3","16840828","16840943","intron","-","-","116"
"AGR2","10551","NP_006399.1","NM_006408.3","16840944","16841007","exon","-","CDS","64"
"AGR2","10551","NP_006399.1","NM_006408.3","16841008","16841281","intron","-","-","274"
"AGR2","10551","NP_006399.1","NM_006408.3","16841282","16841420","exon","-","CDS","139"
"AGR2","10551","NP_006399.1","NM_006408.3","16841421","16841427","exon","-","UTR","7"
"AGR2","10551","NP_006399.1","NM_006408.3","16841428","16844558","intron","-","-","3131"
"AGR2","10551","NP_006399.1","NM_006408.3","16844559","16844738","exon","-","UTR","180"
"AKT1","207","NP_001014431.1","NM_001014431.1","105235686","105236677","exon","-","UTR","992"
"AKT1","207","NP_001014431.1","NM_001014431.1","105236678","105236757","exon","-","CDS","80"
"AKT1","207","NP_001014431.1","NM_001014431.1","105236758","105237081","intron","-","-","324"
"AKT1","207","NP_001014431.1","NM_001014431.1","105237082","105237184","exon","-","CDS","103"
"AKT1","207","NP_001014431.1","NM_001014431.1","105237185","105238701","intron","-","-","1517"
"AKT1","207","NP_001014431.1","NM_001014431.1","105238702","105238789","exon","-","CDS","88"
"AKT1","207","NP_001014431.1","NM_001014431.1","105238790","105239214","intron","-","-","425"
"AKT1","207","NP_001014431.1","NM_001014431.1","105239215","105239429","exon","-","CDS","215"
"AKT1","207","NP_001014431.1","NM_001014431.1","105239430","105239587","intron","-","-","158"
"AKT1","207","NP_001014431.1","NM_001014431.1","105239588","105239716","exon","-","CDS","129"
"AKT1","207","NP_001014431.1","NM_001014431.1","105239717","105239791","intron","-","-","75"
"AKT1","207","NP_001014431.1","NM_001014431.1","105239792","105239917","exon","-","CDS","126"
"AKT1","207","NP_001014431.1","NM_001014431.1","105239918","105240248","intron","-","-","331"
"AKT1","207","NP_001014431.1","NM_001014431.1","105240249","105240317","exon","-","CDS","69"
"AKT1","207","NP_001014431.1","NM_001014431.1","105240318","105241274","intron","-","-","957"
"AKT1","207","NP_001014431.1","NM_001014431.1","105241275","105241340","exon","-","CDS","66"
"AKT1","207","NP_001014431.1","NM_001014431.1","105241341","105241412","intron","-","-","72"
"AKT1","207","NP_001014431.1","NM_001014431.1","105241413","105241544","exon","-","CDS","132"
"AKT1","207","NP_001014431.1","NM_001014431.1","105241545","105241988","intron","-","-","444"
"AKT1","207","NP_001014431.1","NM_001014431.1","105241989","105242136","exon","-","CDS","148"
"AKT1","207","NP_001014431.1","NM_001014431.1","105242137","105242995","intron","-","-","859"
"AKT1","207","NP_001014431.1","NM_001014431.1","105242996","105243107","exon","-","CDS","112"
"AKT1","207","NP_001014431.1","NM_001014431.1","105243108","105246424","intron","-","-","3317"
"AKT1","207","NP_001014431.1","NM_001014431.1","105246425","105246553","exon","-","CDS","129"
"AKT1","207","NP_001014431.1","NM_001014431.1","105246554","105258934","intron","-","-","12381"
"AKT1","207","NP_001014431.1","NM_001014431.1","105258935","105258980","exon","-","CDS","46"
"AKT1","207","NP_001014431.1","NM_001014431.1","105258981","105259059","exon","-","UTR","79"
"AKT1","207","NP_001014431.1","NM_001014431.1","105259060","105261820","intron","-","-","2761"
"AKT1","207","NP_001014431.1","NM_001014431.1","105261821","105262080","exon","-","UTR","260"
"AKT1","207","NP_001014432.1","NM_001014432.1","105235686","105236677","exon","-","UTR","992"
"AKT1","207","NP_001014432.1","NM_001014432.1","105236678","105236757","exon","-","CDS","80"
"AKT1","207","NP_001014432.1","NM_001014432.1","105236758","105237081","intron","-","-","324"
"AKT1","207","NP_001014432.1","NM_001014432.1","105237082","105237184","exon","-","CDS","103"
"AKT1","207","NP_001014432.1","NM_001014432.1","105237185","105238701","intron","-","-","1517"
"AKT1","207","NP_001014432.1","NM_001014432.1","105238702","105238789","exon","-","CDS","88"
"AKT1","207","NP_001014432.1","NM_001014432.1","105238790","105239214","intron","-","-","425"
"AKT1","207","NP_001014432.1","NM_001014432.1","105239215","105239429","exon","-","CDS","215"
"AKT1","207","NP_001014432.1","NM_001014432.1","105239430","105239587","intron","-","-","158"
"AKT1","207","NP_001014432.1","NM_001014432.1","105239588","105239716","exon","-","CDS","129"
"AKT1","207","NP_001014432.1","NM_001014432.1","105239717","105239791","intron","-","-","75"
"AKT1","207","NP_001014432.1","NM_001014432.1","105239792","105239917","exon","-","CDS","126"
"AKT1","207","NP_001014432.1","NM_001014432.1","105239918","105240248","intron","-","-","331"
"AKT1","207","NP_001014432.1","NM_001014432.1","105240249","105240317","exon","-","CDS","69"
"AKT1","207","NP_001014432.1","NM_001014432.1","105240318","105241274","intron","-","-","957"
"AKT1","207","NP_001014432.1","NM_001014432.1","105241275","105241340","exon","-","CDS","66"
"AKT1","207","NP_001014432.1","NM_001014432.1","105241341","105241412","intron","-","-","72"
"AKT1","207","NP_001014432.1","NM_001014432.1","105241413","105241544","exon","-","CDS","132"
"AKT1","207","NP_001014432.1","NM_001014432.1","105241545","105241988","intron","-","-","444"
"AKT1","207","NP_001014432.1","NM_001014432.1","105241989","105242136","exon","-","CDS","148"
"AKT1","207","NP_001014432.1","NM_001014432.1","105242137","105242995","intron","-","-","859"
"AKT1","207","NP_001014432.1","NM_001014432.1","105242996","105243107","exon","-","CDS","112"
"AKT1","207","NP_001014432.1","NM_001014432.1","105243108","105246424","intron","-","-","3317"
"AKT1","207","NP_001014432.1","NM_001014432.1","105246425","105246553","exon","-","CDS","129"
"AKT1","207","NP_001014432.1","NM_001014432.1","105246554","105258934","intron","-","-","12381"
"AKT1","207","NP_001014432.1","NM_001014432.1","105258935","105258980","exon","-","CDS","46"
"AKT1","207","NP_001014432.1","NM_001014432.1","105258981","105259059","exon","-","UTR","79"
"AKT1","207","NP_001014432.1","NM_001014432.1","105259060","105261820","intron","-","-","2761"
"AKT1","207","NP_001014432.1","NM_001014432.1","105261821","105262080","exon","-","UTR","260"
"AKT1","207","NP_005154.2","NM_005163.2","105235686","105236677","exon","-","UTR","992"
"AKT1","207","NP_005154.2","NM_005163.2","105236678","105236757","exon","-","CDS","80"
"AKT1","207","NP_005154.2","NM_005163.2","105236758","105237081","intron","-","-","324"
"AKT1","207","NP_005154.2","NM_005163.2","105237082","105237184","exon","-","CDS","103"
"AKT1","207","NP_005154.2","NM_005163.2","105237185","105238701","intron","-","-","1517"
"AKT1","207","NP_005154.2","NM_005163.2","105238702","105238789","exon","-","CDS","88"
"AKT1","207","NP_005154.2","NM_005163.2","105238790","105239214","intron","-","-","425"
"AKT1","207","NP_005154.2","NM_005163.2","105239215","105239429","exon","-","CDS","215"
"AKT1","207","NP_005154.2","NM_005163.2","105239430","105239587","intron","-","-","158"
"AKT1","207","NP_005154.2","NM_005163.2","105239588","105239716","exon","-","CDS","129"
"AKT1","207","NP_005154.2","NM_005163.2","105239717","105239791","intron","-","-","75"
"AKT1","207","NP_005154.2","NM_005163.2","105239792","105239917","exon","-","CDS","126"
"AKT1","207","NP_005154.2","NM_005163.2","105239918","105240248","intron","-","-","331"
"AKT1","207","NP_005154.2","NM_005163.2","105240249","105240317","exon","-","CDS","69"
"AKT1","207","NP_005154.2","NM_005163.2","105240318","105241274","intron","-","-","957"
"AKT1","207","NP_005154.2","NM_005163.2","105241275","105241340","exon","-","CDS","66"
"AKT1","207","NP_005154.2","NM_005163.2","105241341","105241412","intron","-","-","72"
"AKT1","207","NP_005154.2","NM_005163.2","105241413","105241544","exon","-","CDS","132"
"AKT1","207","NP_005154.2","NM_005163.2","105241545","105241988","intron","-","-","444"
"AKT1","207","NP_005154.2","NM_005163.2","105241989","105242136","exon","-","CDS","148"
"AKT1","207","NP_005154.2","NM_005163.2","105242137","105242995","intron","-","-","859"
"AKT1","207","NP_005154.2","NM_005163.2","105242996","105243107","exon","-","CDS","112"
"AKT1","207","NP_005154.2","NM_005163.2","105243108","105246424","intron","-","-","3317"
"AKT1","207","NP_005154.2","NM_005163.2","105246425","105246553","exon","-","CDS","129"
"AKT1","207","NP_005154.2","NM_005163.2","105246554","105258934","intron","-","-","12381"
"AKT1","207","NP_005154.2","NM_005163.2","105258935","105258980","exon","-","CDS","46"
"AKT1","207","NP_005154.2","NM_005163.2","105258981","105259059","exon","-","UTR","79"
"AKT1","207","NP_005154.2","NM_005163.2","105259060","105259463","intron","-","-","404"
"AKT1","207","NP_005154.2","NM_005163.2","105259464","105259938","exon","-","UTR","475"
"ALDH1A2","8854","NP_733798.1","NM_170697.2","58245627","58247394","exon","-","UTR","1768"
"ALDH1A2","8854","NP_733798.1","NM_170697.2","58247395","58247467","exon","-","CDS","73"
"ALDH1A2","8854","NP_733798.1","NM_170697.2","58247468","58252967","intron","-","-","5500"
"ALDH1A2","8854","NP_733798.1","NM_170697.2","58252968","58253042","exon","-","CDS","75"
"ALDH1A2","8854","NP_733798.1","NM_170697.2","58253043","58253334","intron","-","-","292"
"ALDH1A2","8854","NP_733798.1","NM_170697.2","58253335","58253492","exon","-","CDS","158"
"ALDH1A2","8854","NP_733798.1","NM_170697.2","58253493","58254209","intron","-","-","717"
"ALDH1A2","8854","NP_733798.1","NM_170697.2","58254210","58254374","exon","-","CDS","165"
