"Gene_Name","Gene_ID","Protein_ID","SwissProt_ID","PDB_ID","Method","Resolution","Chain","Position"
"CASC2","255082","-","-","-","-","0.00","-","-"
"CASP3","836","NP_004337.2","P42574","1CP3","X-ray","2.30","A/B","1-277"
"CASP3","836","NP_116786.1","P42574","1GFW","X-ray","2.80","A","29-175"
"CASP3","836","NP_116786.1","P42574","1GFW","X-ray","2.80","B","181-277"
"CASP3","836","NP_116786.1","P42574","1I3O","X-ray","2.70","A/C","1-175"
"CASP3","836","NP_116786.1","P42574","1I3O","X-ray","2.70","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","1NME","X-ray","1.60","A","29-174"
"CASP3","836","NP_116786.1","P42574","1NME","X-ray","1.60","B","186-277"
"CASP3","836","NP_116786.1","P42574","1NMQ","X-ray","2.40","A/B","29-277"
"CASP3","836","NP_116786.1","P42574","1NMS","X-ray","1.70","A/B","29-277"
"CASP3","836","NP_116786.1","P42574","1PAU","X-ray","2.50","A","29-175"
"CASP3","836","NP_116786.1","P42574","1PAU","X-ray","2.50","B","176-277"
"CASP3","836","NP_116786.1","P42574","1QX3","X-ray","1.90","A","29-277"
"CASP3","836","NP_116786.1","P42574","1RE1","X-ray","2.50","A","29-175"
"CASP3","836","NP_116786.1","P42574","1RE1","X-ray","2.50","B","176-277"
"CASP3","836","NP_116786.1","P42574","1RHJ","X-ray","2.20","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","1RHJ","X-ray","2.20","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","1RHK","X-ray","2.50","A","29-175"
"CASP3","836","NP_116786.1","P42574","1RHK","X-ray","2.50","B","176-277"
"CASP3","836","NP_116786.1","P42574","1RHM","X-ray","2.50","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","1RHM","X-ray","2.50","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","1RHQ","X-ray","3.00","A/D","29-175"
"CASP3","836","NP_116786.1","P42574","1RHQ","X-ray","3.00","B/E","176-277"
"CASP3","836","NP_116786.1","P42574","1RHR","X-ray","3.00","A","29-175"
"CASP3","836","NP_116786.1","P42574","1RHR","X-ray","3.00","B","176-277"
"CASP3","836","NP_116786.1","P42574","1RHU","X-ray","2.51","A","29-175"
"CASP3","836","NP_116786.1","P42574","1RHU","X-ray","2.51","B","176-277"
"CASP3","836","NP_116786.1","P42574","2C1E","X-ray","1.77","A","29-175"
"CASP3","836","NP_116786.1","P42574","2C1E","X-ray","1.77","B","176-277"
"CASP3","836","NP_116786.1","P42574","2C2K","X-ray","1.87","A","29-175"
"CASP3","836","NP_116786.1","P42574","2C2K","X-ray","1.87","B","176-277"
"CASP3","836","NP_116786.1","P42574","2C2M","X-ray","1.94","A","29-175"
"CASP3","836","NP_116786.1","P42574","2C2M","X-ray","1.94","B","176-277"
"CASP3","836","NP_116786.1","P42574","2C2O","X-ray","2.45","A","29-175"
"CASP3","836","NP_116786.1","P42574","2C2O","X-ray","2.45","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CDR","X-ray","1.70","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CDR","X-ray","1.70","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CJX","X-ray","1.70","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CJX","X-ray","1.70","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CJY","X-ray","1.67","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CJY","X-ray","1.67","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CNK","X-ray","1.75","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CNK","X-ray","1.75","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CNL","X-ray","1.67","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CNL","X-ray","1.67","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CNN","X-ray","1.70","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CNN","X-ray","1.70","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CNO","X-ray","1.95","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CNO","X-ray","1.95","B","176-277"
"CASP3","836","NP_116786.1","P42574","2DKO","X-ray","1.06","A","29-174"
"CASP3","836","NP_116786.1","P42574","2DKO","X-ray","1.06","B","176-277"
"CASP3","836","NP_116786.1","P42574","2H5I","X-ray","1.69","A","29-174"
"CASP3","836","NP_116786.1","P42574","2H5I","X-ray","1.69","B","184-277"
"CASP3","836","NP_116786.1","P42574","2H5J","X-ray","2.00","A/C","29-174"
"CASP3","836","NP_116786.1","P42574","2H5J","X-ray","2.00","B/D","184-277"
"CASP3","836","NP_116786.1","P42574","2H65","X-ray","2.30","A/C","29-174"
"CASP3","836","NP_116786.1","P42574","2H65","X-ray","2.30","B/D","184-277"
"CASP3","836","NP_116786.1","P42574","2J30","X-ray","1.40","A","29-277"
"CASP3","836","NP_116786.1","P42574","2J31","X-ray","1.50","A","29-277"
"CASP3","836","NP_116786.1","P42574","2J32","X-ray","1.30","A","29-277"
"CASP3","836","NP_116786.1","P42574","2J33","X-ray","2.00","A","29-277"
"CASP3","836","NP_116786.1","P42574","3DEH","X-ray","2.50","A/B/C/D","29-277"
"CASP3","836","NP_116786.1","P42574","3DEI","X-ray","2.80","A/B/C/D","29-277"
"CASP3","836","NP_116786.1","P42574","3DEJ","X-ray","2.60","A/B/C/D","29-277"
"CASP3","836","NP_116786.1","P42574","3DEK","X-ray","2.40","A/B/C/D","29-277"
"CASP3","836","NP_116786.1","P42574","3EDQ","X-ray","1.61","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3EDQ","X-ray","1.61","B","176-277"
"CASP3","836","NP_116786.1","P42574","3EDQ","X-ray","1.61","D","180-277"
"CASP3","836","NP_116786.1","P42574","3GJQ","X-ray","2.60","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3GJQ","X-ray","2.60","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","3GJR","X-ray","2.20","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3GJR","X-ray","2.20","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","3GJS","X-ray","1.90","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3GJS","X-ray","1.90","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","3GJT","X-ray","2.20","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3GJT","X-ray","2.20","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","3H0E","X-ray","2.00","A/B","29-277"
"CASP3","836","NP_116786.1","P42574","3ITN","X-ray","1.63","A","29-277"
"CASP3","836","NP_116786.1","P42574","3KJF","X-ray","2.00","A","29-175"
"CASP3","836","NP_116786.1","P42574","3KJF","X-ray","2.00","B","176-277"
"CASP3","836","NP_116786.1","P42574","3PD0","X-ray","2.00","A","29-277"
"CASP3","836","NP_116786.1","P42574","1GFW","X-ray","2.80","A","29-175"
"CASP3","836","NP_116786.1","P42574","1GFW","X-ray","2.80","B","181-277"
"CASP3","836","NP_116786.1","P42574","1I3O","X-ray","2.70","A/C","1-175"
"CASP3","836","NP_116786.1","P42574","1I3O","X-ray","2.70","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","1NME","X-ray","1.60","A","29-174"
"CASP3","836","NP_116786.1","P42574","1NME","X-ray","1.60","B","186-277"
"CASP3","836","NP_116786.1","P42574","1NMQ","X-ray","2.40","A/B","29-277"
"CASP3","836","NP_116786.1","P42574","1NMS","X-ray","1.70","A/B","29-277"
"CASP3","836","NP_116786.1","P42574","1PAU","X-ray","2.50","A","29-175"
"CASP3","836","NP_116786.1","P42574","1PAU","X-ray","2.50","B","176-277"
"CASP3","836","NP_116786.1","P42574","1QX3","X-ray","1.90","A","29-277"
"CASP3","836","NP_116786.1","P42574","1RE1","X-ray","2.50","A","29-175"
"CASP3","836","NP_116786.1","P42574","1RE1","X-ray","2.50","B","176-277"
"CASP3","836","NP_116786.1","P42574","1RHJ","X-ray","2.20","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","1RHJ","X-ray","2.20","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","1RHK","X-ray","2.50","A","29-175"
"CASP3","836","NP_116786.1","P42574","1RHK","X-ray","2.50","B","176-277"
"CASP3","836","NP_116786.1","P42574","1RHM","X-ray","2.50","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","1RHM","X-ray","2.50","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","1RHQ","X-ray","3.00","A/D","29-175"
"CASP3","836","NP_116786.1","P42574","1RHQ","X-ray","3.00","B/E","176-277"
"CASP3","836","NP_116786.1","P42574","1RHR","X-ray","3.00","A","29-175"
"CASP3","836","NP_116786.1","P42574","1RHR","X-ray","3.00","B","176-277"
"CASP3","836","NP_116786.1","P42574","1RHU","X-ray","2.51","A","29-175"
"CASP3","836","NP_116786.1","P42574","1RHU","X-ray","2.51","B","176-277"
"CASP3","836","NP_116786.1","P42574","2C1E","X-ray","1.77","A","29-175"
"CASP3","836","NP_116786.1","P42574","2C1E","X-ray","1.77","B","176-277"
"CASP3","836","NP_116786.1","P42574","2C2K","X-ray","1.87","A","29-175"
"CASP3","836","NP_116786.1","P42574","2C2K","X-ray","1.87","B","176-277"
"CASP3","836","NP_116786.1","P42574","2C2M","X-ray","1.94","A","29-175"
"CASP3","836","NP_116786.1","P42574","2C2M","X-ray","1.94","B","176-277"
"CASP3","836","NP_116786.1","P42574","2C2O","X-ray","2.45","A","29-175"
"CASP3","836","NP_116786.1","P42574","2C2O","X-ray","2.45","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CDR","X-ray","1.70","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CDR","X-ray","1.70","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CJX","X-ray","1.70","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CJX","X-ray","1.70","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CJY","X-ray","1.67","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CJY","X-ray","1.67","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CNK","X-ray","1.75","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CNK","X-ray","1.75","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CNL","X-ray","1.67","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CNL","X-ray","1.67","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CNN","X-ray","1.70","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CNN","X-ray","1.70","B","176-277"
"CASP3","836","NP_116786.1","P42574","2CNO","X-ray","1.95","A","29-175"
"CASP3","836","NP_116786.1","P42574","2CNO","X-ray","1.95","B","176-277"
"CASP3","836","NP_116786.1","P42574","2DKO","X-ray","1.06","A","29-174"
"CASP3","836","NP_116786.1","P42574","2DKO","X-ray","1.06","B","176-277"
"CASP3","836","NP_116786.1","P42574","2H5I","X-ray","1.69","A","29-174"
"CASP3","836","NP_116786.1","P42574","2H5I","X-ray","1.69","B","184-277"
"CASP3","836","NP_116786.1","P42574","2H5J","X-ray","2.00","A/C","29-174"
"CASP3","836","NP_116786.1","P42574","2H5J","X-ray","2.00","B/D","184-277"
"CASP3","836","NP_116786.1","P42574","2H65","X-ray","2.30","A/C","29-174"
"CASP3","836","NP_116786.1","P42574","2H65","X-ray","2.30","B/D","184-277"
"CASP3","836","NP_116786.1","P42574","2J30","X-ray","1.40","A","29-277"
"CASP3","836","NP_116786.1","P42574","2J31","X-ray","1.50","A","29-277"
"CASP3","836","NP_116786.1","P42574","2J32","X-ray","1.30","A","29-277"
"CASP3","836","NP_116786.1","P42574","2J33","X-ray","2.00","A","29-277"
"CASP3","836","NP_116786.1","P42574","3DEH","X-ray","2.50","A/B/C/D","29-277"
"CASP3","836","NP_116786.1","P42574","3DEI","X-ray","2.80","A/B/C/D","29-277"
"CASP3","836","NP_116786.1","P42574","3DEJ","X-ray","2.60","A/B/C/D","29-277"
"CASP3","836","NP_116786.1","P42574","3DEK","X-ray","2.40","A/B/C/D","29-277"
"CASP3","836","NP_116786.1","P42574","3EDQ","X-ray","1.61","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3EDQ","X-ray","1.61","B","176-277"
"CASP3","836","NP_116786.1","P42574","3EDQ","X-ray","1.61","D","180-277"
"CASP3","836","NP_116786.1","P42574","3GJQ","X-ray","2.60","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3GJQ","X-ray","2.60","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","3GJR","X-ray","2.20","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3GJR","X-ray","2.20","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","3GJS","X-ray","1.90","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3GJS","X-ray","1.90","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","3GJT","X-ray","2.20","A/C","29-175"
"CASP3","836","NP_116786.1","P42574","3GJT","X-ray","2.20","B/D","176-277"
"CASP3","836","NP_116786.1","P42574","3H0E","X-ray","2.00","A/B","29-277"
"CASP3","836","NP_116786.1","P42574","3ITN","X-ray","1.63","A","29-277"
"CASP3","836","NP_116786.1","P42574","3KJF","X-ray","2.00","A","29-175"
"CASP3","836","NP_116786.1","P42574","3KJF","X-ray","2.00","B","176-277"
"CASP3","836","NP_116786.1","P42574","3PD0","X-ray","2.00","A","29-277"
"CASP7","840","NP_001218.1","P55210","1F1J","X-ray","2.35","A/B","2-303"
"CASP7","840","NP_001218.1","P55210","1GQF","X-ray","2.90","A/B","47-303"
"CASP7","840","NP_001218.1","P55210","1I4O","X-ray","2.40","A/B","24-303"
"CASP7","840","NP_001218.1","P55210","1I51","X-ray","2.45","A/C","51-198"
"CASP7","840","NP_001218.1","P55210","1I51","X-ray","2.45","B/D","199-303"
"CASP7","840","NP_001218.1","P55210","1K86","X-ray","2.60","A/B","51-303"
"CASP7","840","NP_001218.1","P55210","1K88","X-ray","2.70","A/B","51-303"
"CASP7","840","NP_001218.1","P55210","1KMC","X-ray","2.90","A/B","1-303"
"CASP7","840","NP_001218.1","P55210","1MIA","model","0.00","A","57-193"
"CASP7","840","NP_001218.1","P55210","1MIA","model","0.00","B","211-303"
"CASP7","840","NP_001218.1","P55210","1SHJ","X-ray","2.80","A/B","50-303"
"CASP7","840","NP_001218.1","P55210","1SHL","X-ray","3.00","A/B","57-303"
"CASP7","840","NP_001218.1","P55210","2QL5","X-ray","2.34","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","2QL5","X-ray","2.34","B/D","207-303"
"CASP7","840","NP_001218.1","P55210","2QL7","X-ray","2.40","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","2QL7","X-ray","2.40","B/D","207-303"
"CASP7","840","NP_001218.1","P55210","2QL9","X-ray","2.14","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","2QL9","X-ray","2.14","B/D","207-303"
"CASP7","840","NP_001218.1","P55210","2QLB","X-ray","2.25","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","2QLB","X-ray","2.25","B/D","207-303"
"CASP7","840","NP_001218.1","P55210","2QLF","X-ray","2.80","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","2QLF","X-ray","2.80","B/D","207-303"
"CASP7","840","NP_001218.1","P55210","2QLJ","X-ray","2.60","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","2QLJ","X-ray","2.60","B/D","207-303"
"CASP7","840","NP_001218.1","P55210","3EDR","X-ray","2.45","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","3EDR","X-ray","2.45","B/D","207-303"
"CASP7","840","NP_001218.1","P55210","3H1P","X-ray","2.61","A/B","50-303"
"CASP7","840","NP_001218.1","P55210","3IBC","X-ray","2.75","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","3IBC","X-ray","2.75","B/D","207-303"
"CASP7","840","NP_001218.1","P55210","3IBF","X-ray","2.50","A/C","24-196"
"CASP7","840","NP_001218.1","P55210","3IBF","X-ray","2.50","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","1F1J","X-ray","2.35","A/B","2-303"
"CASP7","840","NP_203124.1","P55210","1GQF","X-ray","2.90","A/B","47-303"
"CASP7","840","NP_203124.1","P55210","1I4O","X-ray","2.40","A/B","24-303"
"CASP7","840","NP_203124.1","P55210","1I51","X-ray","2.45","A/C","51-198"
"CASP7","840","NP_203124.1","P55210","1I51","X-ray","2.45","B/D","199-303"
"CASP7","840","NP_203124.1","P55210","1K86","X-ray","2.60","A/B","51-303"
"CASP7","840","NP_203124.1","P55210","1K88","X-ray","2.70","A/B","51-303"
"CASP7","840","NP_203124.1","P55210","1KMC","X-ray","2.90","A/B","1-303"
"CASP7","840","NP_203124.1","P55210","1MIA","model","0.00","A","57-193"
"CASP7","840","NP_203124.1","P55210","1MIA","model","0.00","B","211-303"
"CASP7","840","NP_203124.1","P55210","1SHJ","X-ray","2.80","A/B","50-303"
"CASP7","840","NP_203124.1","P55210","1SHL","X-ray","3.00","A/B","57-303"
"CASP7","840","NP_203124.1","P55210","2QL5","X-ray","2.34","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","2QL5","X-ray","2.34","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","2QL7","X-ray","2.40","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","2QL7","X-ray","2.40","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","2QL9","X-ray","2.14","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","2QL9","X-ray","2.14","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","2QLB","X-ray","2.25","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","2QLB","X-ray","2.25","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","2QLF","X-ray","2.80","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","2QLF","X-ray","2.80","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","2QLJ","X-ray","2.60","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","2QLJ","X-ray","2.60","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","3EDR","X-ray","2.45","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","3EDR","X-ray","2.45","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","3H1P","X-ray","2.61","A/B","50-303"
"CASP7","840","NP_203124.1","P55210","3IBC","X-ray","2.75","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","3IBC","X-ray","2.75","B/D","207-303"
"CASP7","840","NP_203124.1","P55210","3IBF","X-ray","2.50","A/C","24-196"
"CASP7","840","NP_203124.1","P55210","3IBF","X-ray","2.50","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","1F1J","X-ray","2.35","A/B","2-303"
"CASP7","840","NP_203125.1","P55210","1GQF","X-ray","2.90","A/B","47-303"
"CASP7","840","NP_203125.1","P55210","1I4O","X-ray","2.40","A/B","24-303"
"CASP7","840","NP_203125.1","P55210","1I51","X-ray","2.45","A/C","51-198"
"CASP7","840","NP_203125.1","P55210","1I51","X-ray","2.45","B/D","199-303"
"CASP7","840","NP_203125.1","P55210","1K86","X-ray","2.60","A/B","51-303"
"CASP7","840","NP_203125.1","P55210","1K88","X-ray","2.70","A/B","51-303"
"CASP7","840","NP_203125.1","P55210","1KMC","X-ray","2.90","A/B","1-303"
"CASP7","840","NP_203125.1","P55210","1MIA","model","0.00","A","57-193"
"CASP7","840","NP_203125.1","P55210","1MIA","model","0.00","B","211-303"
"CASP7","840","NP_203125.1","P55210","1SHJ","X-ray","2.80","A/B","50-303"
"CASP7","840","NP_203125.1","P55210","1SHL","X-ray","3.00","A/B","57-303"
"CASP7","840","NP_203125.1","P55210","2QL5","X-ray","2.34","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","2QL5","X-ray","2.34","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","2QL7","X-ray","2.40","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","2QL7","X-ray","2.40","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","2QL9","X-ray","2.14","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","2QL9","X-ray","2.14","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","2QLB","X-ray","2.25","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","2QLB","X-ray","2.25","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","2QLF","X-ray","2.80","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","2QLF","X-ray","2.80","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","2QLJ","X-ray","2.60","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","2QLJ","X-ray","2.60","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","3EDR","X-ray","2.45","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","3EDR","X-ray","2.45","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","3H1P","X-ray","2.61","A/B","50-303"
"CASP7","840","NP_203125.1","P55210","3IBC","X-ray","2.75","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","3IBC","X-ray","2.75","B/D","207-303"
"CASP7","840","NP_203125.1","P55210","3IBF","X-ray","2.50","A/C","24-196"
"CASP7","840","NP_203125.1","P55210","3IBF","X-ray","2.50","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","1F1J","X-ray","2.35","A/B","2-303"
"CASP7","840","NP_203126.1","P55210","1GQF","X-ray","2.90","A/B","47-303"
"CASP7","840","NP_203126.1","P55210","1I4O","X-ray","2.40","A/B","24-303"
"CASP7","840","NP_203126.1","P55210","1I51","X-ray","2.45","A/C","51-198"
"CASP7","840","NP_203126.1","P55210","1I51","X-ray","2.45","B/D","199-303"
"CASP7","840","NP_203126.1","P55210","1K86","X-ray","2.60","A/B","51-303"
"CASP7","840","NP_203126.1","P55210","1K88","X-ray","2.70","A/B","51-303"
"CASP7","840","NP_203126.1","P55210","1KMC","X-ray","2.90","A/B","1-303"
"CASP7","840","NP_203126.1","P55210","1MIA","model","0.00","A","57-193"
"CASP7","840","NP_203126.1","P55210","1MIA","model","0.00","B","211-303"
"CASP7","840","NP_203126.1","P55210","1SHJ","X-ray","2.80","A/B","50-303"
"CASP7","840","NP_203126.1","P55210","1SHL","X-ray","3.00","A/B","57-303"
"CASP7","840","NP_203126.1","P55210","2QL5","X-ray","2.34","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","2QL5","X-ray","2.34","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","2QL7","X-ray","2.40","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","2QL7","X-ray","2.40","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","2QL9","X-ray","2.14","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","2QL9","X-ray","2.14","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","2QLB","X-ray","2.25","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","2QLB","X-ray","2.25","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","2QLF","X-ray","2.80","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","2QLF","X-ray","2.80","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","2QLJ","X-ray","2.60","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","2QLJ","X-ray","2.60","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","3EDR","X-ray","2.45","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","3EDR","X-ray","2.45","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","3H1P","X-ray","2.61","A/B","50-303"
"CASP7","840","NP_203126.1","P55210","3IBC","X-ray","2.75","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","3IBC","X-ray","2.75","B/D","207-303"
"CASP7","840","NP_203126.1","P55210","3IBF","X-ray","2.50","A/C","24-196"
"CASP7","840","NP_203126.1","P55210","3IBF","X-ray","2.50","B/D","207-303"
"CCL2","6347","NP_002973.1","P13500","1DOK","X-ray","1.85","A/B","24-99"
"CCL2","6347","NP_002973.1","P13500","1DOL","X-ray","2.40","A","24-99"
"CCL2","6347","NP_002973.1","P13500","1DOM","NMR","0.00","A/B","24-99"
