"Gene_Name","Gene_ID","Protein_ID","Domain_No","Range","Superfamily","Family"
"PAPPA","5069","NP_002572.2","5","1284-1354","Complement control module/SCR domain","Complement control module/SCR domain"
"PAPPA","5069","NP_002572.2","4","1346-1418","Complement control module/SCR domain","Complement control module/SCR domain"
"PAPPA","5069","NP_002572.2","3","1410-1473","Complement control module/SCR domain","Complement control module/SCR domain"
"PARM1","25849","NP_056208.2","0","-","-","-"
"PARP1","142","NP_001609.2","5","7-101","Glucocorticoid receptor-like (DNA-binding domain)","PARP-type zinc finger"
"PARP1","142","NP_001609.2","4","111-216","Glucocorticoid receptor-like (DNA-binding domain)","PARP-type zinc finger"
"PARP1","142","NP_001609.2","6","387-465","BRCT domain","DNA ligase"
"PARP1","142","NP_001609.2","3","520-643","WGR domain-like","WGR domain"
"PARP1","142","NP_001609.2","2","662-798","Domain of poly(ADP-ribose) polymerase","Domain of poly(ADP-ribose) polymerase"
"PARP1","142","NP_001609.2","1","797-1010","ADP-ribosylation","Poly(ADP-ribose) polymerase; C-terminal domain"
"PAWR","5074","NP_002574.2","0","-","-","-"
"PDGFRA","5156","NP_006197.1","5","34-106","Immunoglobulin","C1 set domains (antibody constant domain-like)"
"PDGFRA","5156","NP_006197.1","4","117-206","Immunoglobulin","I set domains"
"PDGFRA","5156","NP_006197.1","3","224-298","Immunoglobulin","I set domains"
"PDGFRA","5156","NP_006197.1","2","316-414","Immunoglobulin","I set domains"
"PDGFRA","5156","NP_006197.1","1","566-700;776-947","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PDYN","5173","NP_001177821.1","0","-","-","-"
"PDYN","5173","NP_001177827.1","0","-","-","-"
"PDYN","5173","NP_001177828.1","0","-","-","-"
"PDYN","5173","NP_001177829.1","0","-","-","-"
"PDYN","5173","NP_077722.1","0","-","-","-"
"PEG3","5178","NP_001139656.1","1","39-128","Retrovirus capsid dimerization domain-like","SCAN domain"
"PEG3","5178","NP_001139656.1","3","451-527","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139656.1","7","538-588","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139656.1","4","607-656","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139656.1","8","968-996","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139656.1","2","1105-1129;1158-1185","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139656.1","6","1226-1247;1277-1304","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139656.1","9","1331-135","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139656.1","5","1504-1527;1559-1586","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139657.1","2","325-401","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139657.1","6","412-462","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139657.1","3","481-530","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139657.1","7","842-870","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139657.1","1","979-1003;1032-1059","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139657.1","5","1100-1121;1151-1178","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139657.1","8","1205-1232","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139657.1","4","1378-1401;1433-1460","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139658.1","1","39-128","Retrovirus capsid dimerization domain-like","SCAN domain"
"PEG3","5178","NP_001139658.1","3","451-527","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139658.1","7","538-588","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139658.1","4","607-656","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139658.1","8","968-996","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139658.1","2","1105-1129;1158-1185","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139658.1","6","1226-1247;1277-1304","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139658.1","9","1331-1358","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139658.1","5","1504-1527;1559-1586","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139659.1","2","327-403","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139659.1","6","414-464","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139659.1","3","483-532","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139659.1","7","844-872","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139659.1","1","981-1005;1034-1061","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139659.1","5","1102-1123;1153-1180","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139659.1","8","1207-1234","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_001139659.1","4","1380-1403;1435-1462","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_006201.1","1","39-128","Retrovirus capsid dimerization domain-like","SCAN domain"
"PEG3","5178","NP_006201.1","3","451-527","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_006201.1","7","538-588","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_006201.1","4","607-656","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_006201.1","8","968-996","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_006201.1","2","1105-1129;1158-1185","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_006201.1","6","1226-1247;1277-1304","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_006201.1","9","1331-1358","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PEG3","5178","NP_006201.1","5","1504-1527;1559-1586","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PGGT1B","5229","NP_005014.2","1","15-361","Terpenoid cyclases/Protein prenyltransferases","Protein prenyltransferases"
"PGR","5241","NP_000917.3","2","564-641","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"PGR","5241","NP_000917.3","1","617-643;674-913","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"PGR","5241","NP_001189403.1","2","400-477","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"PGR","5241","NP_001189403.1","1","453-479;510-749","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"PID1","55022","NP_001094288.1","1","54-194","PH domain-like","Phosphotyrosine-binding domain (PTB)"
"PID1","55022","NP_060403.3","1","85-225","PH domain-like","Phosphotyrosine-binding domain (PTB)"
"PITX1","5307","NP_002644.4","1","75-149","Homeodomain-like","Homeodomain"
"PLA2G4A","5321","NP_077734.1","2","16-137","C2 domain (Calcium/lipid-binding domain; CaLB)","PLC-like (P variant)"
"PLA2G4A","5321","NP_077734.1","1","143-721","FabD/lysophospholipase-like","Lysophospholipase"
"PLAG1","5324","NP_001108106.1","1","42-101","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_001108106.1","3","87-132","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_001108106.1","4","120-172","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_001108106.1","2","183-233","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_001108107.1","2","4-57","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_001108107.1","1","101-151","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_002646.2","1","42-101","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_002646.2","3","87-132","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_002646.2","4","120-172","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAG1","5324","NP_002646.2","2","183-233","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"PLAU","5328","NP_001138503.1","2","31-144","Kringle-like","Kringle modules"
"PLAU","5328","NP_001138503.1","1","149-406","Trypsin-like serine proteases","Eukaryotic proteases"
"PLAU","5328","NP_002649.1","2","48-161","Kringle-like","Kringle modules"
"PLAU","5328","NP_002649.1","1","166-423","Trypsin-like serine proteases","Eukaryotic proteases"
"PLAUR","5329","NP_001005376.1","2","23-101","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLAUR","5329","NP_001005376.1","1","109-209","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLAUR","5329","NP_001005376.1","3","215-253","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLAUR","5329","NP_001005377.1","3","23-101","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLAUR","5329","NP_001005377.1","1","109-167","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLAUR","5329","NP_001005377.1","2","170-250","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLAUR","5329","NP_002650.1","3","23-101","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLAUR","5329","NP_002650.1","1","109-209","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLAUR","5329","NP_002650.1","2","215-295","Snake toxin-like","Extracellular domain of cell surface receptors"
"PLEKHH2","130271","NP_742066.2","1","598-662;700-798","PH domain-like","Pleckstrin-homology domain (PH domain)"
"PLEKHH2","130271","NP_742066.2","2","805-922","PH domain-like","Pleckstrin-homology domain (PH domain)"
"PLEKHH2","130271","NP_742066.2","3","1216-1349","Second domain of FERM","Second domain of FERM"
"POLE3","54107","NP_059139.3","1","6-139","Histone-fold","TBP-associated factors; TAFs"
"POLR2H","5437","NP_006223.2 ","1","3-147","Nucleic acid-binding proteins","RNA polymerase subunit RBP8"
"POM121","9883","NP_742017.1","0","-","-","-"
"PPAP2C","8612","NP_003703.1","1","6-242","Acid phosphatase/Vanadium-dependent haloperoxidase","Type 2 phosphatidic acid phosphatase; PAP2"
"PPAP2C","8612","NP_803545.1","1","41-186","Acid phosphatase/Vanadium-dependent haloperoxidase","Type 2 phosphatidic acid phosphatase; PAP2"
"PPAP2C","8612","NP_808211.1","1","50-263","Acid phosphatase/Vanadium-dependent haloperoxidase","Type 2 phosphatidic acid phosphatase; PAP2"
"PPM1D","8493","NP_003611.1","1","4-29;90-376","PP2C-like","PP2C-like"
"PPPDE1","51029","NP_057160.2","0","-","-","-"
"PRKAR1B","5575","NP_001158230.1","3","15-62","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit"
"PRKAR1B","5575","NP_001158230.1","1","119-240","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158230.1","2","248-372","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158231.1","3","15-62","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit"
"PRKAR1B","5575","NP_001158231.1","1","119-240","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158231.1","2","248-372","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158232.1","3","15-62","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit"
"PRKAR1B","5575","NP_001158232.1","1","119-240","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158232.1","2","248-372","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158233.1","3","15-62","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit"
"PRKAR1B","5575","NP_001158233.1","1","119-240","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158233.1","2","248-372","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158234.1","3","15-62","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit"
"PRKAR1B","5575","NP_001158234.1","1","119-240","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_001158234.1","2","248-372","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_002726.1","3","15-62","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit","Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit"
"PRKAR1B","5575","NP_002726.1","1","119-240","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKAR1B","5575","NP_002726.1","2","248-372","cAMP-binding domain-like","cAMP-binding domain-like"
"PRKCA","5578","NP_002728.1","3","25-87","Cysteine-rich domain","Protein kinase cysteine-rich domain (cys2; phorbol-binding domain)"
"PRKCA","5578","NP_002728.1","4","99-154","Cysteine-rich domain","Protein kinase cysteine-rich domain (cys2; phorbol-binding domain)"
"PRKCA","5578","NP_002728.1","2","157-284","C2 domain (Calcium/lipid-binding domain; CaLB)","Synaptotagmin-like (S variant)"
"PRKCA","5578","NP_002728.1","1","335-631","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PRKCD","5580","NP_006245.2","2","2-122","C2 domain (Calcium/lipid-binding domain; CaLB)","PLC-like (P variant)"
"PRKCD","5580","NP_006245.2","4","141-210","Cysteine-rich domain","Protein kinase cysteine-rich domain (cys2; phorbol-binding domain)"
"PRKCD","5580","NP_006245.2","3","217-284","Cysteine-rich domain","Protein kinase cysteine-rich domain (cys2; phorbol-binding domain)"
"PRKCD","5580","NP_006245.2","1","345-669","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PRKCD","5580","NP_997704.1","2","2-122","C2 domain (Calcium/lipid-binding domain; CaLB)","PLC-like (P variant)"
"PRKCD","5580","NP_997704.1","4","141-210","Cysteine-rich domain","Protein kinase cysteine-rich domain (cys2; phorbol-binding domain)"
"PRKCD","5580","NP_997704.1","3","217-284","Cysteine-rich domain","Protein kinase cysteine-rich domain (cys2; phorbol-binding domain)"
"PRKCD","5580","NP_997704.1","1","345-669","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PSMA3","5684","NP_002779.1","1","3-245","N-terminal nucleophile aminohydrolases (Ntn hydrolases)","Proteasome subunits"
"PSMA3","5684","NP_687033.1","1","3-238","N-terminal nucleophile aminohydrolases (Ntn hydrolases)","Proteasome subunits"
"PTEN","5728","NP_000305.3","1","20-185","(Phosphotyrosine protein) phosphatases II","Dual specificity phosphatase-like"
"PTEN","5728","NP_000305.3","2","188-349","C2 domain (Calcium/lipid-binding domain; CaLB)","PLC-like (P variant)"
"PTGS1","5742","NP_000953.2","2","32-70","EGF/Laminin","EGF-type module"
"PTGS1","5742","NP_000953.2","1","73-581","Heme-dependent peroxidases","Myeloperoxidase-like"
"PTGS1","5742","NP_542158.1","2","32-70","EGF/Laminin","EGF-type module"
"PTGS1","5742","NP_542158.1","1","73-544","Heme-dependent peroxidases","Myeloperoxidase-like"
"PTGS2","5743","NP_000954.1","2","18-56","EGF/Laminin","EGF-type module"
"PTGS2","5743","NP_000954.1","1","59-568","Heme-dependent peroxidases","Myeloperoxidase-like"
"PTPRC","5788","NP_002829.2","3","389-562","Fibronectin type III","Fibronectin type III"
"PTPRC","5788","NP_002829.2","1","630-910","(Phosphotyrosine protein) phosphatases II","Higher-molecular-weight phosphotyrosine protein phosphatases"
"PTPRC","5788","NP_002829.2","2","921-1225","(Phosphotyrosine protein) phosphatases II","Higher-molecular-weight phosphotyrosine protein phosphatases"
"PTPRC","5788","NP_563578.1","3","228-401","Fibronectin type III","Fibronectin type III"
"PTPRC","5788","NP_563578.1","1","469-749","(Phosphotyrosine protein) phosphatases II","Higher-molecular-weight phosphotyrosine protein phosphatases"
"PTPRC","5788","NP_563578.1","2","760-1064","(Phosphotyrosine protein) phosphatases II","Higher-molecular-weight phosphotyrosine protein phosphatases"
"PTPRC","5788","NP_563580.1","0","-","-","-"
"PYCARD","29108","NP_037390.2","1","1-90","DEATH domain","Pyrin domain; PYD"
"PYCARD","29108","NP_037390.2","2","109-193","DEATH domain","Caspase recruitment domain; CARD"
"PYCARD","29108","NP_660183.1","1","1-90","DEATH domain","Pyrin domain; PYD"
"PYCARD","29108","NP_660183.1","2","91-174","DEATH domain","Caspase recruitment domain; CARD"
"RAB2A","5862","NP_002856.1","1","3-180","P-loop containing nucleoside triphosphate hydrolases","G proteins"
"RAD51","5888","NP_001157741.1","2","17-79","Rad51 N-terminal domain-like","DNA repair protein Rad51; N-terminal domain"
"RAD51","5888","NP_001157741.1","1","114-336","P-loop containing nucleoside triphosphate hydrolases","RecA protein-like (ATPase-domain)"
"RAD51","5888","NP_001157742.1","2","17-85","Rad51 N-terminal domain-like","DNA repair protein Rad51; N-terminal domain"
"RAD51","5888","NP_001157742.1","1","101-258","P-loop containing nucleoside triphosphate hydrolases","RecA protein-like (ATPase-domain)"
"RAD51","5888","NP_002866.2","2","17-85","Rad51 N-terminal domain-like","DNA repair protein Rad51; N-terminal domain"
"RAD51","5888","NP_002866.2","1","101-335","P-loop containing nucleoside triphosphate hydrolases","RecA protein-like (ATPase-domain)"
"RAD51 ","5888","NP_597994.3","2","17-79","Rad51 N-terminal domain-like","DNA repair protein Rad51; N-terminal domain"
"RAD51 ","5888","NP_597994.3","1","114-336","P-loop containing nucleoside triphosphate hydrolases","RecA protein-like (ATPase-domain)"
"RAMP1","10267","NP_005846.1","0","-","-","-"
"RARRES1","5918","NP_002879.2","1","51-151","Cystatin/monellin","Latexin-like"
"RARRES1","5918","NP_002879.2","2","155-227","Cystatin/monellin","Latexin-like"
"RARRES1","5918","NP_996846.1","1","51-151","Cystatin/monellin","Latexin-like"
"RARRES1","5918","NP_996846.1","2","155-227","Cystatin/monellin","Latexin-like"
"RASGEF1A","221002","NP_660356.2","1","41-477","Ras GEF","Ras GEF"
"RASSF1","11186","NP_009113.3","1","43-102","Cysteine-rich domain","Protein kinase cysteine-rich domain (cys2; phorbol-binding domain)"
"RASSF1","11186","NP_009113.3","2","205-287","Ubiquitin-like","Ras-binding domain; RBD"
"RASSF1","11186","NP_733830.1","1","53-136","Ubiquitin-like","Ras-binding domain; RBD"
"RASSF1","11186","NP_733831.1","1","135-217","Ubiquitin-like","Ras-binding domain; RBD"
"RASSF1","11186","NP_733832.1","1","43-106","Cysteine-rich domain","Protein kinase cysteine-rich domain (cys2; phorbol-binding domain)"
"RASSF1","11186","NP_733832.1","2","209-291","Ubiquitin-like","Ras-binding domain; RBD"
"RASSF2","9770","NP_055552.1","1","192-249","Ubiquitin-like","Ras-binding domain; RBD"
"RASSF2","9770","NP_055552.1","0","247-310","C-terminal domain of PLC-beta","C-terminal domain of PLC-beta"
"RASSF2","9770","NP_739580.1","1","192-249","Ubiquitin-like","Ras-binding domain; RBD"
"RASSF2","9770","NP_739580.1","0","247-310","C-terminal domain of PLC-beta","C-terminal domain of PLC-beta"
"RASSF6","166824","NP_803876.1","1","203-269","Ubiquitin-like","Ras-binding domain; RBD"
"RASSF6","166824","NP_958834.1","1","235-301","Ubiquitin-like","Ras-binding domain; RBD"
"RBP1","5947","NP_001124464.1","1","65-150","Lipocalins","Fatty acid binding protein-like"
"RBP1","5947","NP_001124465.1","1","65-147","Lipocalins","Fatty acid binding protein-like"
"RBP1","5947","NP_002890.2","1","65-196","Lipocalins","Fatty acid binding protein-like"
"RBP7","116362","NP_443192.1","1","3-133","Lipocalins","Fatty acid binding protein-like"
"RHOC","389","NP_001036143.1","1","6-177","P-loop containing nucleoside triphosphate hydrolases","G proteins"
"RHOC","389","NP_001036144.1","1","6-177","P-loop containing nucleoside triphosphate hydrolases","G proteins"
"RHOC","389","NP_786886.1","1","6-177","P-loop containing nucleoside triphosphate hydrolases","G proteins"
"RNF213","57674","NP_065965.4","2","2452-2576;2618-2693","P-loop containing nucleoside triphosphate hydrolases","Extended AAA-ATPase domain"
"RNF213","57674","NP_065965.4","3","2806-3019","P-loop containing nucleoside triphosphate hydrolases","Extended AAA-ATPase domain"
"RNF213","57674","NP_065965.4","1","4046-4090","RING/U-box","RING finger domain; C3HC4"
"RNF213","57674","NP_066005.2","0","2-24","NOB1 zinc finger-like","NOB1 zinc finger-like"
"RORB","6096","NP_008845.2","1","997-1151","Pentapeptide repeat-like","Pentapeptide repeats"
"RP54X","6191","NP_000998.1","0","51-108","Alpha-L RNA-binding motif","Tyrosyl-tRNA synthetase (TyrRS); C-terminal domain"
"RPS6KB1","6198","NP_003152.1","1","86-409","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"RPS6KB2","6199","NP_003943.2","1","65-385","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"RUNX1","861","NP_001001890.1","1","52-178","p53-like transcription factors","RUNT domain"
"RUNX1","861","NP_001116079.1","1","52-178","p53-like transcription factors","RUNT domain"
"RUNX1","861","NP_001745.2","1","79-205","p53-like transcription factors","RUNT domain"
"RUNX1","861","NP_001001890.1","1","52-178","p53-like transcription factors","RUNT domain"
"RUNX1","861","NP_001116079.1","1","52-178","p53-like transcription factors","RUNT domain"
"RUNX1","861","NP_001745.2","1","79-205","p53-like transcription factors","RUNT domain"
"RUNX1T1","862","NP_001185554.1","1","93-195","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185554.1","2","485-527","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185555.1","1","120-222","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185555.1","2","512-554","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185556.1","1","120-222","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185556.1","2","512-554","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185557.1","1","120-222","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185557.1","2","512-554","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185558.1","1","120-222","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185558.1","2","512-554","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185559.1","1","120-222","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185559.1","2","512-554","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185560.1","1","93-195","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185560.1","2","485-527","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185561.1 ","1","93-195","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185561.1 ","2","485-527","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185562.1","1","100-202","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185562.1","2","492-534","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185563.1","1","131-233","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185563.1","2","523-565","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_001185608.1","1","179-281","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_001185608.1","2","571-613","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_004340.1 ","1","93-195","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_004340.1 ","2","485-527","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_783552.1","1","120-222","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_783552.1","2","512-554","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_783553.1","1","83-185","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_783553.1","2","475-517","HIT/MYND zinc finger-like","MYND zinc finger"
"RUNX1T1","862","NP_783554.1","1","83-185","TAFH domain-like","TAFH domain-like"
"RUNX1T1","862","NP_783554.1","2","475-517","HIT/MYND zinc finger-like","MYND zinc finger"
"RUVBL1","8607","NP_003698.1","1","37-152;198-436","P-loop containing nucleoside triphosphate hydrolases","Extended AAA-ATPase domain"
"S100A2","6273","NP_005969.1","1","3-91","EF-hand","S100 proteins"
"S100A4","6275","NP_002952.1","1","4-92","EF-hand","S100 proteins"
"S100A4","6275","NP_062427.1","1"," 4-92","EF-hand","S100 proteins"
"SAA1","6288","NP_000322.2","0","-","-","-"
"SAA1","6288","NP_001171477.1","0","-","-","-"
"SAA1","6288","NP_954630.1","0","-","-","-"
"SAA2","6289","NP_001120852.1","0","-","-","-"
"SAA2","6289","NP_110381.2","0","-","-","-"
"SAT1","6303","NP_002961.1","1","4-164","Acyl-CoA N-acyltransferases (Nat)","N-acetyl transferase; NAT"
"SCARA5","286133","NP_776194.2","1","391-493","SRCR-like","Scavenger receptor cysteine-rich (SRCR) domain"
"SCGB2A2","4250","NP_002402.1","1","20-90","Uteroglobin-like","Uteroglobin-like"
"SDC1","6382","NP_001006947.1","0","-","-","-"
"SDC1","6382","NP_002988.3","0","-","-","-"
"SELP","6403","NP_002996.2","1","42-159","C-type lectin-like","C-type lectin domain"
"SELP","6403","NP_002996.2","11","162-196","EGF/Laminin","EGF-type module"
"SELP","6403","NP_002996.2","7","200-264","Complement control module/SCR domain","Complement control module/SCR domain"
"SELP","6403","NP_002996.2","2","262-328","Complement control module/SCR domain","Complement control module/SCR domain"
"SELP","6403","NP_002996.2","3","317-383","Complement control module/SCR domain","Complement control module/SCR domain"
"SELP","6403","NP_002996.2","8","378-445","Complement control module/SCR domain","Complement control module/SCR domain"
"SELP","6403","NP_002996.2","6","441-507","Complement control module/SCR domain","Complement control module/SCR domain"
"SELP","6403","NP_002996.2","5","503-569","Complement control module/SCR domain","Complement control module/SCR domain"
"SELP","6403","NP_002996.2","4","565-630","Complement control module/SCR domain","Complement control module/SCR domain"
"SELP","6403","NP_002996.2","9","642-707","Complement control module/SCR domain","Complement control module/SCR domain"
"SELP","6403","NP_002996.2","10","697-762","Complement control module/SCR domain","Complement control module/SCR domain"
"SERPINA3","12","NP_001076.2","1","3-420","Serpins","Serpins"
"SERPINB2","5055","NP_001137290.1","1","3-64;98-415","Serpins","Serpins"
"SERPINB2","5055","NP_002566.1","1","3-64;98-415","Serpins","Serpins"
"SESN3","143686","NP_653266.2 ","1","60-217","AhpD-like","Atu0492-like"
"SFN","2810","NP_006133.1","1","1-232","14-3-3 protein","14-3-3 protein"
"SFRS3","6428","NP_003008.1","1","9-112","RNA-binding domain; RBD","Canonical RBD"
"SHBG","6462","NP_001031.2","1","23-197","Concanavalin A-like lectins/glucanases","Laminin G-like module"
