"Gene_Name","Gene_ID","Protein_ID","Family_A","Description_A","Entry_Type_A","Clan_A","Envelope_Start_A","Envelope_End_A","Alignment_Start_A","ALignment_End_A","HMM_From_A","HMM_To_A","BIT_Score_A","E_Value_A","Predicted_Active_Sites"
"CAPG","822","NP_001738.2","Gelsolin","Gelsolin repeat","Domain","CL0092","28","107","31","107","4","76","65.30","2.30E-18","n/a"
"CAPG","822","NP_001738.2","Gelsolin","Gelsolin repeat","Domain","CL0092","146","221","147","220","2","75","70.60","5.30E-20","n/a"
"CAPG","822","NP_001738.2","Gelsolin","Gelsolin repeat","Domain","CL0092","264","341","269","340","7","75","55.30","3.00E-15","n/a"
"CAPZA1","829","NP_006126.1","F-actin_cap_A","F-actin capping protein alpha subunit","Family","n/a","12","282","12","282","1","271","343.70","4.60E-103","n/a"
"CASC2","255082","","","","","","0","0","0","0","0","0","0.00","",""
"CASC2","255082","","","","","","0","0","0","0","0","0","0.00","",""
"CASP3","836","NP_004337.2","Peptidase_C14","Caspase domain","Domain","CL0093","45","275","46","275","2","250","161.00","3.30E-47","121;163"
"CASP3","836","NP_116786.1","Peptidase_C14","Caspase domain","Domain","CL0093","45","275","46","275","2","250","161.00","3.30E-47","121;163"
"CASP7","840","NP_001218.1","Peptidase_C14","Caspase domain","Domain","CL0093","68","301","68","301","1","250","163.10","7.70E-48","144;186"
"CASP7","840","NP_203124.1","Peptidase_C14","Caspase domain","Domain","CL0093","101","334","101","334","1","250","162.60","1.10E-47","177;219"
"CASP7","840","NP_203125.1","Peptidase_C14","Caspase domain","Domain","CL0093","68","301","68","301","1","250","163.10","7.70E-48","144;186"
"CASP7","840","NP_203126.1","Peptidase_C14","Caspase domain","Domain","CL0093","68","160","68","150","1","81","50.00","2.50E-13","n/a"
"CCL2","6347","NP_002973.1","IL8","Small cytokines (intecrine/chemokine); interleukin-8 like","Domain","n/a","26","90","30","90","5","65","73.20","9.60E-21","n/a"
"CCL20","6364","NP_001123518.1","IL8","Small cytokines (intecrine/chemokine); interleukin-8 like","Domain","n/a","24","88","27","87","3","64","74.90","2.80E-21","n/a"
"CCL20","6364","NP_004582.1","IL8","Small cytokines (intecrine/chemokine); interleukin-8 like","Domain","n/a","25","89","27","88","2","64","75.20","2.30E-21","n/a"
"CCNA2","890","NP_001228.1","Cyclin_C","Cyclin; C-terminal domain","Domain","CL0065","309","427","309","426","1","117","89.70","9.90E-26","n/a"
"CCNA2","890","NP_001228.1","Cyclin_N","Cyclin; N-terminal domain","Domain","CL0065","181","307","181","306","1","126","165.00","4.20E-49","n/a"
"CCND1","595","NP_444284.1","Cyclin_C","Cyclin; C-terminal domain","Domain","CL0065","155","283","156","273","2","107","78.20","3.50E-22","n/a"
"CCND1","595","NP_444284.1","Cyclin_N","Cyclin; N-terminal domain","Domain","CL0065","26","153","28","152","3","126","130.00","2.90E-38","n/a"
"CCNE1","898","NP_001229.1","Cyclin_C","Cyclin; C-terminal domain","Domain","CL0065","244","366","245","364","2","116","44.10","1.40E-11","n/a"
"CCNE1","898","NP_476530.1","Cyclin_C","Cyclin; C-terminal domain","Domain","CL0065","229","351","230","349","2","116","44.20","1.30E-11","n/a"
"CCNE1","898","NP_001229.1","Cyclin_N","Cyclin; N-terminal domain","Domain","CL0065","115","242","115","241","1","126","137.30","1.60E-40","n/a"
"CCNE1","898","NP_476530.1","Cyclin_N","Cyclin; N-terminal domain","Domain","CL0065","100","227","100","226","1","126","137.40","1.50E-40","n/a"
"CCR2","729230","NP_001116513.2","7tm_1","7 transmembrane receptor (rhodopsin family)","Family","CL0192","59","305","59","305","1","257","189.60","4.30E-56","n/a"
"CCR2","729230","NP_001116513.2","7tm_1","7 transmembrane receptor (rhodopsin family)","Family","CL0192","433","679","433","679","1","257","189.60","4.30E-56","n/a"
"CCR2","729230","NP_001116513.2","7tm_1","7 transmembrane receptor (rhodopsin family)","Family","CL0192","807","1053","807","1053","1","257","189.60","4.30E-56","n/a"
"CCR2","729230","NP_001116868.1","7tm_1","7 transmembrane receptor (rhodopsin family)","Family","CL0192","59","305","59","305","1","257","193.20","3.30E-57","n/a"
"CD24","100133941","NP_037362.1","DUF1180","Protein of unknown function (DUF1180)","Family","n/a","1","75","4","60","5","69","13.30","0.045","n/a"
"CD248","57124","NP_065137.1","Lectin_C","Lectin C-type domain","Domain","CL0056","40","158","41","158","2","108","38.30","1.10E-09","n/a"
"CD248","57124","NP_065137.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","312","350","312","350","1","42","25.20","9.60E-06","n/a"
"CD44","960","NP_000601.3","Xlink","Extracellular link domain","Domain","CL0056","31","119","32","119","2","92","92.30","1.20E-26","n/a"
"CD44","960","NP_001001389.1","Xlink","Extracellular link domain","Domain","CL0056","31","119","32","119","2","92","92.50","1.10E-26","n/a"
"CD44","960","NP_001001390.1","Xlink","Extracellular link domain","Domain","CL0056","31","119","32","119","2","92","93.20","6.30E-27","n/a"
"CD44","960","NP_001001391.1","Xlink","Extracellular link domain","Domain","CL0056","31","119","32","119","2","92","93.90","3.70E-27","n/a"
"CD44","960","NP_001001392.1","Xlink","Extracellular link domain","Domain","CL0056","31","112","32","79","2","49","46.00","3.20E-12","n/a"
"CD44","960","NP_001189484.1","Xlink","Extracellular link domain","Domain","CL0056","31","119","32","119","2","92","93.50","5.00E-27","n/a"
"CD44","960","NP_001189485.1","Xlink","Extracellular link domain","Domain","CL0056","31","119","32","119","2","92","94.10","3.30E-27","n/a"
"CD44","960","NP_001189486.1","Xlink","Extracellular link domain","Domain","CL0056","31","119","32","119","2","92","94.40","2.50E-27","n/a"
"CD69","969","NP_001772.1","Lectin_C","Lectin C-type domain","Domain","CL0056","102","196","103","195","2","107","49.40","3.80E-13","n/a"
"CDC20B","166979","NP_001139206.2","WD40","WD domain; G-beta repeat","Repeat","CL0186","271","301","275","301","13","39","12.00","0.12","n/a"
"CDC20B","166979","NP_001139206.2","WD40","WD domain; G-beta repeat","Repeat","CL0186","350","382","354","382","10","38","26.50","3.20E-06","n/a"
"CDC20B","166979","NP_001139206.2","WD40","WD domain; G-beta repeat","Repeat","CL0186","440","475","443","475","7","39","23.00","4.00E-05","n/a"
"CDC20B","166979","NP_001163873.1","WD40","WD domain; G-beta repeat","Repeat","CL0186","271","301","275","301","13","39","11.80","0.13","n/a"
"CDC20B","166979","NP_001163873.1","WD40","WD domain; G-beta repeat","Repeat","CL0186","350","382","354","382","10","38","26.40","3.50E-06","n/a"
"CDC20B","166979","NP_001163873.1","WD40","WD domain; G-beta repeat","Repeat","CL0186","482","517","485","517","7","39","22.90","4.40E-05","n/a"
"CDC20B","166979","NP_689836.2","WD40","WD domain; G-beta repeat","Repeat","CL0186","271","301","275","301","13","39","11.90","0.13","n/a"
"CDC20B","166979","NP_689836.2","WD40","WD domain; G-beta repeat","Repeat","CL0186","350","382","354","382","10","38","26.40","3.50E-06","n/a"
"CDC20B","166979","NP_689836.2","WD40","WD domain; G-beta repeat","Repeat","CL0186","474","513","476","513","3","39","24.50","1.30E-05","n/a"
"CDC25B","994","NP_004349.1","M-inducer_phosp","M-phase inducer phosphatase","Family","n/a","99","370","99","370","1","259","359.70","5.10E-108","n/a"
"CDC25B","994","NP_068658.1","M-inducer_phosp","M-phase inducer phosphatase","Family","n/a","113","154","113","153","1","35","19.20","4.10E-04","n/a"
"CDC25B","994","NP_068658.1","M-inducer_phosp","M-phase inducer phosphatase","Family","n/a","153","343","154","343","73","259","270.10","1.10E-80","n/a"
"CDC25B","994","NP_068659.1","M-inducer_phosp","M-phase inducer phosphatase","Family","n/a","113","384","113","384","1","259","359.60","5.40E-108","n/a"
"CDC25B","994","NP_004349.1","Rhodanese","Rhodanese-like domain","Domain","n/a","411","518","419","515","12","110","54.50","1.10E-14","473;473"
"CDC25B","994","NP_068658.1","Rhodanese","Rhodanese-like domain","Domain","n/a","384","491","392","488","12","110","54.60","9.90E-15","446;446"
"CDC25B","994","NP_068659.1","Rhodanese","Rhodanese-like domain","Domain","n/a","425","532","433","529","12","110","54.40","1.10E-14","487;487"
"CDCP1","64866","NP_073753.3","CUB","CUB domain","Domain","CL0164","226","310","232","296","9","74","15.10","0.014","n/a"
"CDCP1","64866","NP_835488.1","CUB","CUB domain","Domain","CL0164","225","311","232","297","9","75","17.00","0.0037","n/a"
"CDH1","999","NP_004351.1","Cadherin_C","Cadherin cytoplasmic region","Family","n/a","732","879","740","878","11","148","165.80","5.10E-49","n/a"
"CDH1","999","NP_004351.1","Cadherin","Cadherin domain","Family","CL0159","159","253","161","253","3","93","48.90","4.70E-13","n/a"
"CDH1","999","NP_004351.1","Cadherin","Cadherin domain","Family","CL0159","267","366","268","366","2","93","79.10","1.80E-22","n/a"
"CDH1","999","NP_004351.1","Cadherin","Cadherin domain","Family","CL0159","380","478","380","478","1","93","54.80","6.60E-15","n/a"
"CDH1","999","NP_004351.1","Cadherin","Cadherin domain","Family","CL0159","491","585","493","581","3","88","51.80","5.80E-14","n/a"
"CDH1","999","NP_004351.1","Cadherin","Cadherin domain","Family","CL0159","598","686","600","686","3","93","40.40","2.10E-10","n/a"
"CDH1","999","NP_004351.1","Cadherin_pro","Cadherin prodomain like","Domain","CL0159","27","116","27","115","1","89","100.70","2.30E-29","n/a"
"CDH3","1001","NP_001784.2","Cadherin_C","Cadherin cytoplasmic region","Family","n/a","677","826","679","825","4","148","164.00","1.90E-48","n/a"
"CDH3","1001","NP_001784.2","Cadherin","Cadherin domain","Family","CL0159","112","206","114","205","3","92","47.70","1.10E-12","n/a"
"CDH3","1001","NP_001784.2","Cadherin","Cadherin domain","Family","CL0159","220","319","221","318","2","92","70.00","1.20E-19","n/a"
"CDH3","1001","NP_001784.2","Cadherin","Cadherin domain","Family","CL0159","333","432","333","431","1","92","64.70","5.50E-18","n/a"
"CDH3","1001","NP_001784.2","Cadherin","Cadherin domain","Family","CL0159","445","539","446","537","2","91","63.70","1.10E-17","n/a"
"CDH6","1004","NP_004923.1","Cadherin_C","Cadherin cytoplasmic region","Family","n/a","637","784","638","783","2","148","194.50","7.50E-58","n/a"
"CDH6","1004","NP_004923.1","Cadherin","Cadherin domain","Family","CL0159","59","150","74","149","18","92","36.00","5.10E-09","n/a"
"CDH6","1004","NP_004923.1","Cadherin","Cadherin domain","Family","CL0159","164","259","164","258","1","92","67.40","8.10E-19","n/a"
"CDH6","1004","NP_004923.1","Cadherin","Cadherin domain","Family","CL0159","273","375","273","357","1","77","56.20","2.50E-15","n/a"
"CDH6","1004","NP_004923.1","Cadherin","Cadherin domain","Family","CL0159","388","479","390","479","3","93","52.20","4.50E-14","n/a"
"CDH6","1004","NP_004923.1","Cadherin","Cadherin domain","Family","CL0159","492","589","492","589","1","93","39.10","5.30E-10","n/a"
"CDK4","1019","NP_000066.1","Pkinase","Protein kinase domain","Domain","CL0016","6","295","7","295","2","260","212.10","5.80E-63","158;140;140;140"
"CDKN1A","1026","NP_000380.1","CDI","Cyclin-dependent kinase inhibitor","Family","n/a","19","69","19","69","1","51","71.60","2.90E-20","n/a"
"CDKN1A","1026","NP_510867.1","CDI","Cyclin-dependent kinase inhibitor","Family","n/a","19","69","19","69","1","51","71.60","2.90E-20","n/a"
"CDKN1B","1027","NP_004055.1","CDI","Cyclin-dependent kinase inhibitor","Family","n/a","30","80","30","80","1","51","79.10","1.30E-22","n/a"
"CDKN2A","1029","NP_000068.1","Ank_2","Ankyrin repeats (3 copies)","Family","CL0465","49","144","52","133","5","81","33.10","4.10E-08","n/a"
"CDKN2A","1029","NP_001182061.1","Ank_2","Ankyrin repeats (3 copies)","Family","CL0465","53","142","54","133","7","81","31.50","1.40E-07","n/a"
"CDKN2A","1029","NP_478104.2","Ank_2","Ankyrin repeats (3 copies)","Family","CL0465","4","64","16","50","30","64","17.70","2.70E-03","n/a"
"CDKN2A","1029","NP_478102.2","P19Arf_N","Cyclin-dependent kinase inhibitor 2a p19Arf N-terminus","Family","n/a","4","54","4","54","1","51","92.10","1.30E-26","n/a"
"CDKN3","1033","NP_001124323.1","CDKN3","Cyclin-dependent kinase inhibitor 3 (CDKN3)","Family","CL0031","9","167","10","167","50","207","328.10","1.30E-98","n/a"
"CDKN3","1033","NP_005183.2","CDKN3","Cyclin-dependent kinase inhibitor 3 (CDKN3)","Family","CL0031","1","207","1","207","1","207","454.50","2.60E-137","n/a"
"CDR2L","30850","NP_055418.2","FliD_C","Flagellar hook-associated protein 2 C-terminus","Family","n/a","14","141","48","136","140","219","9.30","5.10E-01","n/a"
"CDR2L","30850","NP_055418.2","GAGE","GAGE protein","Family","n/a","177","290","186","270","10","90","11.90","1.50E-01","n/a"
"CDR2L","30850","NP_055418.2","HALZ","Homeobox associated leucine zipper","Family","n/a","113","143","115","141","17","43","15.20","1.10E-02","n/a"
"CDR2L","30850","NP_055418.2","DUF1664","Protein of unknown function (DUF1664)","Family","n/a","405","463","410","455","58","99","10.00","4.60E-01","n/a"
"CEACAM1","634","NP_001020083.1","ig","Immunoglobulin domain","Domain","CL0011","341","398","342","398","2","64","48.20","7.00E-13","n/a"
"CEACAM1","634","NP_001192273.1","ig","Immunoglobulin domain","Domain","CL0011","341","398","342","398","2","64","48.20","7.00E-13","n/a"
"CEACAM1","634","NP_001703.2","ig","Immunoglobulin domain","Domain","CL0011","341","398","342","398","2","64","48.00","8.30E-13","n/a"
"CEACAM1","634","NP_001020083.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","147","233","157","232","12","89","29.00","5.90E-07","n/a"
"CEACAM1","634","NP_001020083.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","239","317","243","313","6","86","26.90","2.60E-06","n/a"
"CEACAM1","634","NP_001171742.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","147","233","157","232","12","89","29.10","5.30E-07","n/a"
"CEACAM1","634","NP_001171742.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","239","317","243","313","6","86","27.10","2.30E-06","n/a"
"CEACAM1","634","NP_001171744.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","147","233","157","232","12","89","29.00","5.90E-07","n/a"
"CEACAM1","634","NP_001171744.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","239","317","243","313","6","86","26.90","2.60E-06","n/a"
"CEACAM1","634","NP_001171745.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","147","233","157","232","12","89","29.50","4.10E-07","n/a"
"CEACAM1","634","NP_001171745.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","239","317","243","313","6","86","27.40","1.80E-06","n/a"
"CEACAM1","634","NP_001192273.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","147","233","157","232","12","89","28.90","6.00E-07","n/a"
"CEACAM1","634","NP_001192273.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","239","317","243","313","6","86","26.90","2.60E-06","n/a"
"CEACAM1","634","NP_001703.2","I-set","Immunoglobulin I-set domain","Domain","CL0011","147","233","157","232","12","89","28.70","7.20E-07","n/a"
"CEACAM1","634","NP_001703.2","I-set","Immunoglobulin I-set domain","Domain","CL0011","239","317","243","313","6","86","26.60","3.10E-06","n/a"
"CEACAM1","634","NP_001020083.1","V-set","Immunoglobulin V-set domain","Domain","CL0011","33","140","35","140","3","114","75.60","2.10E-21","n/a"
"CEACAM1","634","NP_001171742.1","V-set","Immunoglobulin V-set domain","Domain","CL0011","33","140","35","140","3","114","75.80","1.90E-21","n/a"
"CEACAM1","634","NP_001171744.1","V-set","Immunoglobulin V-set domain","Domain","CL0011","33","140","35","140","3","114","75.60","2.10E-21","n/a"
"CEACAM1","634","NP_001171745.1","V-set","Immunoglobulin V-set domain","Domain","CL0011","33","140","35","140","3","114","76.20","1.40E-21","n/a"
"CEACAM1","634","NP_001192273.1","V-set","Immunoglobulin V-set domain","Domain","CL0011","33","140","35","140","3","114","75.60","2.20E-21","n/a"
"CEACAM1","634","NP_001703.2","V-set","Immunoglobulin V-set domain","Domain","CL0011","33","140","35","140","3","114","75.30","2.60E-21","n/a"
"CEP290","80184","NP_079390.3","DUF745","Protein of unknown function (DUF745)","Family","n/a","365","467","371","446","69","144","16.70","3.10E-03","n/a"
"CEP290","80184","NP_079390.3","TBPIP","Tat binding protein 1(TBP-1)-interacting protein (TBPIP)","Family","CL0123","947","1060","957","1040","69","151","9.00","7.50E-01","n/a"
"CEP290","80184","NP_079390.3","TBPIP","Tat binding protein 1(TBP-1)-interacting protein (TBPIP)","Family","CL0123","2075","2184","2082","2181","70","165","17.30","2.20E-03","n/a"
"CLDN1","9076","NP_066924.1","PMP22_Claudin","PMP-22/EMP/MP20/Claudin family","Family","CL0375","4","182","5","182","2","166","177.90","9.80E-53","n/a"
"CLMP","79827","NP_079045.1","V-set","Immunoglobulin V-set domain","Domain","CL0011","16","128","20","123","8","108","57.50","9.00E-16","n/a"
"CLMP","79827","NP_079045.1","I-set","Immunoglobulin I-set domain","Domain","CL0011","138","225","142","225","11","90","25.40","7.60E-06","n/a"
"CMTM8","152189","NP_849199.2","MARVEL","Membrane-associating domain","Domain","CL0396","36","162","36","162","1","144","67.00","1.20E-18","n/a"
"CNR2","1269","NP_001832.1","7tm_1","7 transmembrane receptor (rhodopsin family)","Family","CL0192","50","299","50","299","1","257","152.20","1.10E-44","n/a"
"CNTF","1270","NP_000605.1","CNTF","Ciliary neurotrophic factor","Domain","CL0053","1","199","1","199","1","199","405.60","1.90E-122","n/a"
"COL3A1","1281","NP_000081.1","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","96","149","102","139","12","49","24.20","1.40E-05","n/a"
"COL3A1","1281","NP_000081.1","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","167","233","171","226","4","59","34.20","1.00E-08","n/a"
"COL3A1","1281","NP_000081.1","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","201","279","201","258","1","58","25.00","8.00E-06","n/a"
"COL3A1","1281","NP_000081.1","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","294","368","294","352","1","59","30.00","2.30E-07","n/a"
"COL3A1","1281","NP_000081.1","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","354","413","354","412","1","59","36.40","2.20E-09","n/a"
"COL3A1","1281","NP_000081.1","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","474","533","474","532","1","59","37.50","9.80E-10","n/a"
